model,model_id,prompt_variant,run,occupation,soc2020_code,score,confidence,rationale,temperature,top_p,max_tokens,context_cleared
Gemini 3 Pro,Gemini-3,main_prompt,4,Engineering project manager,2127,3,High,"High exposure for processing project records, logs, and report synthesis, balanced by critical human leadership requirements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Project engineer,2127,3,High,Combines routine technical specification assembly with high-frequency face-to-face team delivery coordination.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Energy engineer,2129,4,High,Highly digital workflows focusing on algorithmic plant performance optimization and standardised carbon reporting structures.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Traffic engineer,2129,3,High,"Data-driven traffic management simulations are exposed, but ultimate validation is limited by real-world public safety factors.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Heating and ventilating engineer (professional),2129,3,High,"Relies on highly structured layout codes and template-driven component text, bounded by physical spatial restrictions.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Gas engineer (professional),2129,2,High,Severely restricted by high-consequence physical safety risks and practical engineering hardware inspection protocols.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Construction project manager,2455,2,High,"Primarily focused on dynamic on-site execution, tactical subcontractor coordination, and manual incident resolution.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Construction contract manager,2455,4,High,"Extremely high text-processing exposure involving standardized contract analysis, legal drafting, and dispute reviews.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Transport planner,2455,4,High,"Desk-based role centered on processing large regional datasets, drafting policy documents, and compiling strategy briefs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Quantity surveyor,2453,4,High,"Highly routine and rules-based cost computation, automated material takeoff validation, and commercial log management.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Building control surveyor,2454,2,High,"Regulatory interpretation tasks are text-heavy, but core role mandates physical on-site verification and testing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Land surveyor,2454,2,High,"Mainly practical field observation, equipment handling, and spatial sensor operation, with data processing localized downstream.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Hydrographic surveyor,2454,2,High,"Constrained by physical marine vessel deployments and sensor operation, despite processing substantial digital data.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Town planning officer,2452,4,High,Highly exposed to text-driven workflows including parsing development rules and drafting planning permission briefs.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Urban designer,2452,3,High,"Exposed in generative spatial layout ideation, but strongly limited by localized context and human spatial experience.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Chartered architectural technologist,2452,4,High,"Focuses intensely on translating design concepts into highly standardised, rule-based building technical text.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,BIM technician,3120,4,High,"Highly digitized role centered on rule-based dataset integration, schema checking, and automated clash reports.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,CAD technician,3120,4,High,High exposure due to standardized vector drawing rules and technical script conversions from explicit specifications.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Architectural technician,3120,4,High,"Characterized by routine, detail-oriented drafting tasks and template-driven construction drawing production.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Cartographer,3120,4,High,"Almost entirely digital workspace involving standardized spatial data compilation, layout generation, and map production.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Civil engineering technician,3114,2,High,"Tied to physical material sample testing, onsite infrastructure measurements, and manual tool handling.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Building technician,3114,2,High,"Anchored by physical building diagnostics, manual test procedures, and tactile asset walkthroughs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Surveying technician,3114,2,High,"Predominantly involves the practical, hands-on calibration and physical placement of hardware tools in the field.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Planning engineer,2481,4,High,"Algorithmic and text-heavy workflow focusing on project timeline logic, resource logs, and scheduling outputs.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Quality control engineer,2481,3,High,"High exposure to text-based standard operating procedures, but restricted by physical product verification.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Estimator,3541,4,High,"Highly structured quantitative data processing against strict, rule-based commercial databases.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Valuer,3541,3,High,"Exposed through extensive document processing, but requires human nuanced localized market intuition.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Energy adviser and assessor,3541,4,High,Highly standardised and software-guided compliance calculation matching rigid regulatory data forms.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Building control officer,3581,2,High,"Strongly bound to physical enforcement authority, physical asset testing, and site hazard identification.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Housing and planning inspector,3581,2,High,"Requires extensive physical inspections of property degradation, dampness, and structurally tactile issues.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Health and safety inspector,3581,2,High,Relies on immediate physical observation of unsafe site acts and high-stakes field enforcement.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Traffic and vehicle examiner/inspector,3581,1,High,"Focused entirely on physical mechanical diagnostics, tactile safety system checks, and tool manipulation.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Occupational health and safety officer,3582,3,High,"Exposed through standard hazard policy design, but insulated by sensitive face-to-face employee clinical assessments.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Fire safety officer,3582,3,High,"High code-matching textual workload, balanced by physical verification of exit routes and hardware status.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Road traffic and transport safety officer,3582,3,High,Blends text-based auditing and compliance documentation with real-world transport asset validation.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Occupational hygienist,3582,2,High,"Dependent on the physical deployment of air pumps, site chemical sampling, and lab environmental measurements.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Environmental health professional,2483,2,High,"Tied to real-world inspections, tactile sampling protocols, and localized community statutory noise enforcement.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Environmental consultant,2152,4,High,"Mainly structured desk studies, literature-based environmental impact assessments, and regulatory report writing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Environmental scientist,2152,3,High,"High statistical and digital data processing exposure, balanced by manual wilderness or field sampling tasks.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Environmental/geo-environmental engineer,2152,3,High,Balances data-heavy remediation chemical profiles with high site uncertainty and soil data physical gaps.,UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Sustainability officer,2152,4,High,"Exposed to massive volumes of text reporting, greenhouse gas accounting templates, and compliance tracking.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Energy manager,2152,4,High,"Highly automated utility meter data parsing, consumption anomaly screening, and template-driven strategy writing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Hydrogeologist,2114,3,High,"Exposed through algorithmic modeling of aquifer systems, though constrained by subsurface data limits.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,4,Hydrologist,2114,4,High,"Highly digitized workflow heavily centered on flood simulation code execution, GIS analytics, and data processing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Civil engineer,2121,3,High,"Involves substantial digital text generation and documentation processing, balanced by critical physical site oversight.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Structural engineer,2121,3,High,"High exposure to rule-based design calculations, but constrained by physical liability and safety-critical accountability.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Geotechnical engineer,2121,2,High,"Limited by significant subsurface material unpredictability, tactile field inspections, and localized ground testing.",UI default,UI default,UI default,False
Gemini 3 Pro,Gemini-3,main_prompt,5,Transportation engineer,2121,3,High,"Highly exposed to data-intensive simulation workflows, though policy implementation requires multi-stakeholder negotiation.",UI default,UI default,UI default,False
